condition_group,condition,therapy_group,therapy,clinicaltrials_n,pubmed_n,trials_url,articles_url,year_min,year_max,study_types,countries,evidence_direction,effect_size_estimate,quality_rating,sample_size_min,source,country,last_updated
Musculoskeletal & Pain,Postoperative Pain,Mind–Body,Meditation,2,59,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Mind–Body,Qi Gong,2,2,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Mind–Body,Tai Chi,0,4,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Postoperative Pain,Mind–Body,Yoga,1,11,https://clinicaltrials.gov/search?cond=%28Postoperative+Pain%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Postoperative+Pain%22+OR+%22postoperative+pain%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Traditional,Acupuncture,8,150,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Behavioural & Lifestyle,Aromatherapy,0,4,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Traditional,Ayurveda,0,5,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Behavioural & Lifestyle,Cognitive Behavioural Therapy,64,2792,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Behavioural & Lifestyle,Exercise Therapy,0,125,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Traditional,Herbal,0,60,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Behavioural & Lifestyle,Massage,1,26,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Mind–Body,Meditation,32,645,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Mind–Body,Qi Gong,0,7,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Mind–Body,Tai Chi,2,18,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Post-Traumatic Stress Disorder,Mind–Body,Yoga,21,181,https://clinicaltrials.gov/search?cond=%28Post-Traumatic+Stress+Disorder%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Post-Traumatic+Stress+Disorder%22+OR+%22post-traumatic+stress+disorder%22+OR+%22ptsd%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Traditional,Acupuncture,2,461,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Behavioural & Lifestyle,Aromatherapy,1,39,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Traditional,Ayurveda,1,147,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Behavioural & Lifestyle,Cognitive Behavioural Therapy,4,140,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Behavioural & Lifestyle,Exercise Therapy,2,729,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Traditional,Herbal,1,1679,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Behavioural & Lifestyle,Massage,1,121,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Mind–Body,Meditation,9,75,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Mind–Body,Qi Gong,0,3,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Mind–Body,Tai Chi,2,46,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Rheumatoid Arthritis,Mind–Body,Yoga,5,88,https://clinicaltrials.gov/search?cond=%28Rheumatoid+Arthritis%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Rheumatoid+Arthritis%22+OR+%22rheumatoid+arthritis%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Traditional,Acupuncture,3,142,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Behavioural & Lifestyle,Aromatherapy,0,5,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Traditional,Ayurveda,0,30,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Behavioural & Lifestyle,Cognitive Behavioural Therapy,45,2205,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Behavioural & Lifestyle,Exercise Therapy,10,382,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Traditional,Herbal,0,214,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Behavioural & Lifestyle,Massage,0,19,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Mind–Body,Meditation,11,242,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Mind–Body,Qi Gong,1,14,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Mind–Body,Tai Chi,0,33,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Mental Health,Schizophrenia,Mind–Body,Yoga,3,151,https://clinicaltrials.gov/search?cond=%28Schizophrenia%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Schizophrenia%22+OR+%22schizophrenia%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Traditional,Acupuncture,10,331,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Behavioural & Lifestyle,Aromatherapy,0,4,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Traditional,Ayurveda,0,4,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Behavioural & Lifestyle,Cognitive Behavioural Therapy,0,15,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Behavioural & Lifestyle,Exercise Therapy,15,812,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Traditional,Herbal,1,20,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Behavioural & Lifestyle,Massage,5,118,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Mind–Body,Meditation,1,6,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Meditation%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Meditation%22+OR+%22meditation%22+OR+%22mindfulness%22+OR+%22mbsr%22+OR+%22mindfulness-based+stress+reduction%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Mind–Body,Qi Gong,0,4,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Qi+Gong%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Qi+Gong%22+OR+%22qigong%22+OR+%22chi+kung%22+OR+%22qi+gong%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Mind–Body,Tai Chi,0,6,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Tai+Chi%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Tai+Chi%22+OR+%22tai+chi%22+OR+%22taiji%22+OR+%22tai+ji%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Musculoskeletal & Pain,Shoulder Pain,Mind–Body,Yoga,2,16,https://clinicaltrials.gov/search?cond=%28Shoulder+Pain%29+AND+%28Yoga%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Shoulder+Pain%22+OR+%22shoulder+pain%22%29+AND+%28%22Yoga%22+OR+%22yoga%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Stress,Traditional,Acupuncture,30,2667,https://clinicaltrials.gov/search?cond=%28Stress%29+AND+%28Acupuncture%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Stress%22+OR+%22stress%22%29+AND+%28%22Acupuncture%22+OR+%22acupuncture%22+OR+%22electroacupuncture%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Stress,Behavioural & Lifestyle,Aromatherapy,9,1175,https://clinicaltrials.gov/search?cond=%28Stress%29+AND+%28Aromatherapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Stress%22+OR+%22stress%22%29+AND+%28%22Aromatherapy%22+OR+%22aromatherapy%22+OR+%22essential+oils%22%29,,,,,Negative,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Stress,Traditional,Ayurveda,0,881,https://clinicaltrials.gov/search?cond=%28Stress%29+AND+%28Ayurveda%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Stress%22+OR+%22stress%22%29+AND+%28%22Ayurveda%22+OR+%22ayurveda%22+OR+%22ayurvedic%22+OR+%22ayurvedic+medicine%22%29,,,,,Mixed,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Stress,Behavioural & Lifestyle,Cognitive Behavioural Therapy,169,7520,https://clinicaltrials.gov/search?cond=%28Stress%29+AND+%28Cognitive+Behavioural+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Stress%22+OR+%22stress%22%29+AND+%28%22Cognitive+Behavioural+Therapy%22+OR+%22cognitive+behavioral+therapy%22+OR+%22cbt%22+OR+%22cognitive+behaviour+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Stress,Behavioural & Lifestyle,Exercise Therapy,7,6492,https://clinicaltrials.gov/search?cond=%28Stress%29+AND+%28Exercise+Therapy%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Stress%22+OR+%22stress%22%29+AND+%28%22Exercise+Therapy%22+OR+%22exercise+therapy%22+OR+%22therapeutic+exercise%22+OR+%22physical+exercise%22+OR+%22exercise+intervention%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Stress,Traditional,Herbal,6,11632,https://clinicaltrials.gov/search?cond=%28Stress%29+AND+%28Herbal%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Stress%22+OR+%22stress%22%29+AND+%28%22Herbal%22+OR+%22herbal%22+OR+%22herbal+medicine%22+OR+%22phytotherapy%22%29,,,,,Unclear,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
Functional & Systemic,Stress,Behavioural & Lifestyle,Massage,26,1033,https://clinicaltrials.gov/search?cond=%28Stress%29+AND+%28Massage%29,https://pubmed.ncbi.nlm.nih.gov/?term=%28%22Stress%22+OR+%22stress%22%29+AND+%28%22Massage%22+OR+%22massage%22+OR+%22massage+therapy%22%29,,,,,Positive,,,,AACT (flat files) + PubMed eSearch,Worldwide,2025-10-06
